,type,name,iso_country,iso_region,municipality,iata_code,coordinates
49567,heliport,TC Helicopter Heliport,US,US-MI,Traverse City,,"44.7445139, -85.7501111"
49568,heliport,Oakwood Southshore Medical Center Heliport,US,US-MI,Oakwood Southshore Medical Center Heliport,,"42.115974, -83.214669"
49569,small_airport,Delva Field Airport,US,US-TX,Van,,"32.544452, -95.67313"
49570,small_airport,Ross Airport,US,US-OH,Wakeman,,"41.2098056, -82.3561167"
49571,seaplane_base,Wayzata Bay Landing Seaplane Base,US,US-MN,Wayzata,,"44.9538889, -93.503889"
49572,heliport,Chase Heliport,US,US-CT,West Hartford,,"41.7896, -72.799112"
49573,small_airport,J & H Airport,US,US-TX,Wildorado,,"35.201725, -102.1516056"
49574,heliport,Windom Area Hospital Heliport,US,US-MN,Windom,,"43.878357, -95.113219"
49575,heliport,Elliot Hospital Heliport,US,US-NH,Manchester,,"42.984945, -71.437722"
49576,heliport,Florida Hospital Zephyrhills Heliport,US,US-FL,Zephyrhills,,"28.262183, -82.185645"
49577,heliport,Christus Spohn Hospital Alice Heliport,US,US-TX,Alice,,"27.76503, -98.0409061"
49578,small_airport,Hodges Field Airport,US,US-GA,Americus,,"32.1234861, -84.1299667"
49579,small_airport,Riverbend Ranch Airport,US,US-KS,Augusta,,"37.647486, -96.841453"
49580,closed,Sowieja Airport,US,US-MN,Farmington,,"44.6344106, -93.072436"
49581,heliport,Christus Spohn Hospital Beeville Heliport,US,US-TX,Beeville,,"28.406698, -97.730864"
49582,small_airport,Arland Airport,US,US-KS,Bennington,,"38.968768, -97.602305"
49583,small_airport,Gaitros STOL Airport,US,US-IL,Cerro Gordo,,"39.942276, -88.733277"
49584,closed,Sandy River Federal I Airport,US,US-AK,,,"56.226756, -160.230109"
49585,closed,David River Airport,US,US-AK,,,"55.913896, -161.638059"
49586,closed,Wide Bay Airport,US,US-AK,,,"57.3717, -156.41851"
49587,heliport,Scott & White Medical Center - College Station Heliport,US,US-TX,College Station,,"30.582266, -96.278122"
49588,heliport,Resolute Forest Products Heliport,US,US-AL,Childersburg,,"33.322434, -86.35788"
49589,heliport,Foley Hospital Heliport,US,US-AL,Foley,,"30.426669, -87.685113"
49590,heliport,St Vincent's BLT Heliport,US,US-AL,Oneonta,,"33.9299, -86.494813"
49591,heliport,Alyeska Resort Heliport,US,US-AK,Girdwood,,"60.97, -149.101384"
49592,heliport,PRL Logistics Heliport,US,US-AK,Kenai,,"60.529526, -151.256733"
49593,heliport,McCues Heliport,US,US-AK,Ketchikan,,"55.367488, -131.715812"
49594,heliport,Wolfe Point Heliport,US,US-AK,Ketchikan,,"55.362684, -131.709103"
49595,heliport,Great River Medical Center Heliport,US,US-AR,Blytheville,,"35.943416, -89.91775"
49596,heliport,Green Valley Hospital Heliport,US,US-AZ,Green Valley,,"31.807352, -111.009554"
49597,heliport,Banner Estrella Medical Center Heliport,US,US-AZ,Phoenix,,"33.479027, -112.256777"
49598,heliport,Pleasant Valley Medical Center Heliport,US,US-AZ,Young,,"34.102413, -110.960336"
49599,heliport,Mimbres Memorial Hospital Heliport,US,US-NM,Deming,,"32.259247, -107.767511"
49600,heliport,Tristar Horizon FSED Helipad,US,US-TN,Dickson,,"36.01108, -87.328913"
49601,heliport,Franciscan Skemp Mayo Health Systems Heliport,US,US-WI,Arcadia,,"44.247368, -91.496704"
49602,small_airport,Younglove/Otterbach Airport,US,US-IL,Earlville,,"41.535651, -88.99904"
49603,small_airport,Corn Alley 2 Airport,US,US-IL,El Paso,,"40.755681, -89.016593"
49604,small_airport,Sawtooth Airport,US,US-AZ,Eloy,,"32.660846, -111.68153"
49605,small_airport,Flying Gluepie Ranch Airport,US,US-CA,Fiddletown,,"38.467604, -120.803483"
49606,small_airport,Joseph Scott Airport,US,US-MO,Fredericktown,,"37.688677, -90.194266"
49607,small_airport,Crag Mountain Airport,US,US-AK,Sutton,,"61.704033, -148.908783"
49608,closed,White Mountain Gateway Airport,US,US-NH,Freedom,,"43.820352, -71.133957"
49609,small_airport,Tommy's Field Airport,US,US-TN,Greenville,,"36.150833, -82.6325"
49610,small_airport,Sands Airport,US,US-ID,Horseshoe Bend,,"43.8606806, -116.2627083"
49611,small_airport,Serenity Field Airport,US,US-LA,Independence,,"30.615509, -90.536051"
49612,small_airport,Happy Landings Airport,US,US-TN,Birchwood,,"35.371547, -84.960956"
49613,heliport,Horseshoe Heliport,US,US-LA,Bossier City,,"32.512561, -93.736322"
49614,heliport,Christus Spohn Hospital Kingsville Heliport,US,US-TX,Kingsville,,"27.489269, -97.850229"
49615,heliport,Logan Regional Hospital Heliport,US,US-UT,Logan,,"41.755224, -111.820633"
49616,heliport,Madelia Helipad,US,US-MN,Madelia,,"44.043611, -94.418055"
49617,seaplane_base,Tailwind Boston Seaplane Base,US,US-MA,Boston,,"42.351583, -71.024971"
49618,small_airport,Fokker Field,US,US-LA,Bush,,"30.591771, -89.873134"
49619,heliport,Greene Memorial Hospital Heliport,US,US-OH,Xenia,,"39.699601, -83.926744"
49620,medium_airport,Williston Basin International Airport (U.C.),US,US-ND,Williston,,"48.258387, -103.748797"
49621,heliport,Wilson Helispot,US,US-OR,West Linn,,"45.343307, -122.697113"
49622,small_airport,Fisch RLA Airport,US,US-IL,Walnut,,"41.599583, -89.599026"
49623,small_airport,Wilt RLA Airport,US,US-IL,Walnut,,"41.53375, -89.5525"
49624,heliport,Parkview Warsaw Facility Heliport,US,US-IN,Warsaw,,"41.257995, -85.828634"
49625,small_airport,Spring Creek Ranch Airport,US,US-OK,Tishomingo,,"34.357027, -96.734861"
49626,heliport,Hillsborough County Fire Rescue Heliport,US,US-FL,Tampa,,"27.9699806, -82.3455833"
49627,small_airport,Durin RLA Airport,US,US-IL,Steward,,"41.785829, -89.030097"
49628,small_airport,Friends Field,US,US-IL,Serena,,"41.481494, -88.705069"
49629,small_airport,Chips Airport,US,US-TX,Seguin,,"29.565891, -98.06058"
49630,small_airport,Lost Airfield,US,US-LA,Church Point,,"30.421204, -92.234197"
49631,heliport,Valley Regional Hospital Heliport,US,US-NH,Claremont,,"43.384087, -72.341546"
49632,small_airport,Rancho San Lorenzo Airport,US,US-TX,Clint,,"31.55855, -106.203631"
49633,heliport,Dan's Apple Farm Heliport,US,US-MI,Clinton,,"42.621535, -82.8757"
49634,heliport,Marion General Hospital Heliport,US,US-MS,Columbia,,"31.254751, -89.805308"
49635,heliport,King Copters Heliport,US,US-MT,Corvallis,,"46.307638, -114.111527"
49636,small_airport,Lone Tree Airport,US,US-SD,Crocker,,"45.022277, -97.844861"
49637,small_airport,K-John Airport,US,US-LA,Crowley,,"30.219711, -92.319794"
49638,small_airport,North Fox Island Airport,US,US-MI,North Fox Island,,"45.482269, -85.780422"
49639,small_airport,Bison Hill Airport,US,US-OK,Norman,,"35.158382, -97.548228"
49640,heliport,Franciscan Hospital Munster Helipad,US,US-IN,Munster,,"41.538333, -87.514444"
49641,heliport,MidMichigan Health Park Heliport,US,US-MI,Mt Pleasant,,"43.615276, -84.75054"
49642,small_airport,Lynnhaven Field,US,US-VA,McGaheysville,,"38.331111, -78.754443"
49643,heliport,Potato Pond Heliport,US,US-MI,Mason,,"42.601317, -84.400793"
49644,heliport,Desutter Farm Heliport,US,US-IL,Manito,,"40.407341, -89.737208"
49645,heliport,Unity Medical Center Heliport,US,US-TN,Manchester,,"35.497544, -86.078634"
49646,small_airport,Big Horn County Airport,US,US-MT,Hardin,,"45.744416, -107.660472"
49647,heliport,Ronald Reagan UCLA Medical Center Helistop,US,US-CA,Los Angeles,,"34.066769, -118.446839"
49648,heliport,Livingston Healthcare Heliport,US,US-MT,Livingston,,"45.675, -110.52515"
49649,small_airport,Limerick Airport,US,US-ME,Limerick,,"43.6989, -70.777597"
49650,small_airport,Stony Mountain Lodge Airport,US,US-AK,Lime Village,,"61.257089, -153.797888"
49651,small_airport,Wilkeys Airport,US,US-TX,Larue,,"32.175986, -95.635514"
49652,seaplane_base,Halifax River Seaplane Base,US,US-FL,Holly Hill,,"29.241827, -81.03233"
49653,heliport,HDC1 Heliport,US,US-TX,Fort Worth,,"32.919634, -97.309771"
49654,heliport,Glencoe Regional Health Service Heliport,US,US-MN,Glencoe,,"44.779044, -94.153122"
49655,small_airport,Sword's Landing Airport,US,US-TX,Greenville,,"33.150833, -96.011944"
49656,heliport,Guttenberg Municipal Hospital Heliport,US,US-IA,Guttenberg,,"42.786033, -91.099941"
49657,small_airport,Hazel Green Acres Airport,US,US-AL,Hazel Green,,"34.980471, -86.692304"
49658,closed,Henry C. Mustin Naval Air Facility,US,US-PA,Philadelphia,,"39.89138, -75.162376"
49659,small_airport,Haymaker Airport,US,US-OK,Hennessey,,"36.04699, -97.8749"
49660,small_airport,Hershey Flying Service Field Airport,US,US-NE,Hershey,,"41.162433, -100.97845"
49661,heliport,Bell Air Ranch Heliport,US,US-OH,Hillsboro,,"39.180747, -83.783664"
49662,heliport,Melissa Memorial Hospital Heliport,US,US-CO,Holyoke,,"40.579207, -102.289135"
49663,closed,Lee Field,US,US-NH,Goffstown,,"43.028826, -71.642754"
49664,small_airport,Flying M Airport,US,US-OK,Kingston,,"34.002175, -96.7701472"
49665,heliport,Golden Nugget Lake Charles Heliport,US,US-LA,Lake Charles,,"30.20253, -93.2630361"
49666,small_airport,Red Creek Airport,US,US-AK,Lake Louise,,"62.291829, -147.405653"
49667,closed,Wika Airport,US,US-AK,Anchorage,,"61.039836, -149.763295"
49668,heliport,Munroe Regional Medical Center Heliport,US,US-FL,Ocala,,"29.172472, -82.139111"
49669,heliport,Renville County Regional Hospital Heliport,US,US-MN,Olivia,,"44.773658, -94.9719472"
49670,heliport,Avita Ontario Helipad,US,US-OH,Ontario,,"40.7714846, -82.595058"
49671,seaplane_base,Lake Meredith Seaplane Base,US,US-CO,Ordway,,"38.196313, -103.693761"
49672,small_airport,Saunders Field,US,US-MO,Osborn,,"39.793541, -94.436362"
49673,heliport,Hemi Acres Heliport,US,US-MI,Owosso,,"43.041166, -84.297693"
49674,small_airport,Musselman Airstrip,US,US-UT,Paradise,,"41.51825, -111.802416"
49675,small_airport,Haymaker Private Airport,US,US-OK,Dover,,"36.0539972, -97.8423583"
49676,small_airport,Heyoka Field,US,US-WI,Eau Claire,,"44.742138, -91.58536"
49677,small_airport,Squadron Field,US,US-KS,Erie,,"37.4611, -95.24195"
49678,small_airport,The Flying W Ranch Airport,US,US-GA,Flowery Branch,,"34.176624, -83.936177"
49679,small_airport,Papp Airpark,US,US-NY,Fort Edward,,"43.251894, -73.563155"
49680,heliport,Centracare Health Paynesville Heliport,US,US-MN,Paynesville,,"45.373949, -94.716324"
49681,heliport,Tsam Heliport,US,US-NH,Pembroke,,"43.132266, -71.439537"
49682,seaplane_base,Emma's Bay Seaplane Base,US,US-MN,Pequot Lakes,,"46.631942, -94.20092"
49683,heliport,Highland Community Hospital Heliport,US,US-MS,Picayune,,"30.549252, -89.665883"
49684,heliport,Richardson Regional Heliport - Campbell Road,US,US-TX,Richardson,,"32.975133, -96.7260694"
49685,small_airport,Peltz Field,US,US-IA,Ringsted,,"43.265972, -94.562508"
49686,small_airport,Dusty Wings Field,US,US-AZ,Wellton,,"32.786336, -113.9386"
49687,small_airport,Krause Private Airport,US,US-NE,Ansley,,"41.29314, -99.374658"
49688,small_airport,Forseth Field,US,US-WI,Arena,,"43.091569, -89.997986"
49689,heliport,Sibley Medical Center Heliport,US,US-MN,Arlington,,"44.611156, -94.084722"
49690,small_airport,Malinchak Private Airport,US,US-OK,Bristow,,"35.796263, -96.428147"
49691,small_airport,Stockwell Field,US,US-MO,Brookfield,,"39.714315, -93.14018"
49692,heliport,Dotlich Heliport,US,US-IN,Brownsburg,,"39.821563, -86.42773"
49693,small_airport,Slate River Ranch Airport,US,US-VA,Buckingham,,"37.545017, -78.588408"
49694,heliport,Fairview Ridges Hospital Heliport,US,US-MN,Burnsville,,"44.747319, -93.27278"
49695,closed,Hagemeyer Airport,US,US-OH,Oregonia,,"39.44358, -84.042988"
49696,small_airport,Shockly Field,US,US-MS,Caledonia,,"33.612916, -88.368611"
49697,small_airport,Martin Ranch Airport,US,US-TX,Carta Valley,,"29.712308, -100.584071"
49698,heliport,Mercy Health Cassville Heliport,US,US-MO,Cassville,,"36.675236, -93.872200314"
49699,small_airport,El Tesoro Ranch Airport,US,US-TX,Charlotte,,"28.662641, -98.723095"
49700,heliport,Rotary Run Heliport,US,US-OH,Zoar,,"40.605805, -81.415002"
49701,heliport,Zeeland Community Hospital Heliport,US,US-MI,Zeeland,,"42.820455, -85.989075"
49702,small_airport,Northwood Airstrip,US,US-WI,Wonewoc,,"43.563054, -90.285"
49703,small_airport,Davis Field,US,US-KS,Winfield,,"37.255011, -96.9603722"
49704,small_airport,McMaster Gliderport,US,US-KS,Wichita,,"37.761289, -97.177341"
49705,small_airport,Erickson Intergalactic Airport,US,US-SD,Valley Springs,,"43.584909, -96.517555"
49706,small_airport,Weiss Acres Airport,US,US-KS,Viola,,"37.524327, -97.603186"
49707,heliport,South Lake Hospital Main Campus Heliport,US,US-FL,Clermont,,"28.552902, -81.720976"
49708,small_airport,Brandes Air Field 2,US,US-TX,Sealy,,"29.85693, -96.139293"
49709,small_airport,Chandler Ranch Airport,US,US-TX,Sanderson,,"30.456653, -101.736402"
49710,small_airport,Dennys Playground Airport,US,US-NE,Royal,,"42.304856, -98.124898"
49711,seaplane_base,Hurley Memorial Seaport,US,US-MN,Round Lake,,"43.566666, -95.440277"
49712,heliport,Gifford Memorial Hospital Heliport,US,US-VT,Randolph,,"43.917194, -72.665972"
49713,small_airport,Rancho Deluxe Airport,US,US-TX,Edna Hill,,"31.936408, -98.3456028"
49714,heliport,Barber Marina Heliport,US,US-AL,Elberta,,"30.31545, -87.572375"
49715,seaplane_base,Wildhurst Pines Seaplane Base,US,US-MN,Excelsior,,"44.917519, -93.608201"
49716,heliport,Mercy Fairfield Hospital Heliport,US,US-OH,Fairfield,,"39.311776, -84.518149"
49717,small_airport,Fairmount Airport,US,US-TX,Fairmount,,"31.218655, -93.701897"
49718,small_airport,Glass Ranch Airport,US,US-TX,Garden City,,"31.769777, -101.310836"
49719,small_airport,Hibbs Airport,US,US-ID,Greenleaf,,"43.665112, -116.858425"
49720,heliport,Novant Health UVA Haymarket Medical Center Heliport,US,US-VA,Haymarket,,"38.819955, -77.641252"
49721,small_airport,Rollers Airport,US,US-OK,Hennessey,,"36.155363, -97.848344"
49722,small_airport,Bethel Field,US,US-OK,Hinton,,"35.518193, -98.466788"
49723,small_airport,Canadian River Corrientes Airport,US,US-OK,Hinton,,"35.539377, -98.430188"
49724,small_airport,Ricker Ranch Airport,US,US-OK,Hinton,,"35.475144, -98.451627"
49725,small_airport,Riegleman Field,US,US-WI,Hustisford,,"43.338527, -88.558332"
49726,small_airport,Entz Arts Airport,US,US-OK,Hydro,,"35.4499111, 0"
49727,small_airport,Entz Arts Airport,US,US-OK,Hydro,,"35.449911, -98.586213"
49728,heliport,Bankhead Dam Heliport,US,US-AL,Northport,,"33.454822, -87.360652"
49729,small_airport,J5 Mike Airport,US,US-AL,Woodville,,"34.666347, -86.222286"
49730,heliport,Montgomery Crew Headquarters Heliport,US,US-AL,Montgomery,,"32.409235, -86.256073"
49731,heliport,Plant Franklin Heliport,US,US-AL,Smiths Station,,"32.607531, -85.094584"
49732,small_airport,Rocky Springs Airpark,US,US-AL,Bremen,,"33.988596, -87.077074"
49733,small_airport,Treeo Airport,US,US-AL,Daphne,,"30.591805, -87.822583"
49734,heliport,Bach Helipad,US,US-AK,Fort Wainwright,,"64.83085, -147.66045"
49735,small_airport,Fireweed Airport,US,US-AK,McCarthy,,"61.42687, -142.97823"
49736,small_airport,Entz Home Airport,US,US-OK,Hydro,,"35.50288, -98.5375167"
49737,small_airport,Entz Oliver Airport,US,US-OK,Hydro,,"35.522072, -98.523183"
49738,small_airport,South Farm Airport,US,US-OK,Hydro,,"35.499138, -98.615916"
49739,heliport,Cayuga Medical Center Heliport,US,US-NY,Ithaca,,"42.469444, -76.53611"
49740,small_airport,DJ Farm Airport,US,US-FL,Jasper,,"30.456136, -83.144233"
49741,small_airport,Shank N Bank Airport,US,US-TX,La Ward,,"28.740058, -96.468189"
49742,heliport,Franciscan Health Lafayette East Heliport,US,US-IN,Lafayette,,"40.39415, -86.834645"
49743,small_airport,Yancey Creek Ranch Airport,US,US-TX,Lampasas,,"31.026952, -98.353051"
49744,small_airport,2C Ranch Airport,US,US-TX,Laneville,,"31.99788, -94.799815"
49745,small_airport,Green Valley Farms Airport,US,US-OK,Lexington,,"34.976388, -97.336944"
49746,heliport,Lindsborg Community Hospital Heliport,US,US-KS,Lindsborg,,"38.572594, -97.684213"
49747,small_airport,Roland Ranch Airport,US,US-TX,Lockhart,,"29.848994, -97.768958"
49748,small_airport,Matt Doyle Airpark,US,US-TX,Texas City,,"29.418272, -94.904466"
49749,heliport,ACH Springdale Heliport,US,US-AR,Springdale,,"36.161888, -94.189098"
49750,heliport,Sanford Fargo Medical Center Heliport,US,US-ND,Fargo,,"46.8462835, 0"
49751,heliport,Sanford Fargo Medical Center Heliport,US,US-ND,Fargo,,"46.846284, -96.8749497"
49752,small_airport,Helling Airport,US,US-CO,Idalia,,"39.728102, -102.171795"
49753,small_airport,McAlister Airpark,US,US-AR,Marble,,"36.162222, -93.607222"
49754,heliport,Highlands Hospital Heliport,US,US-PA,Connellsville,,"40.024639, -79.576177"
49755,small_airport,Walnut Grove Airport,US,US-PA,Mount Joy,,"40.093043, -76.493138"
49756,small_airport,Lemons Airstrip,US,US-OK,Marlow,,"34.683855, -97.928033"
49757,heliport,Oishei Childrens Hospital Heliport,US,US-NY,Buffalo,,"42.9009857, -78.867684"
49758,small_airport,Trigger Gap Airport,US,US-AR,Berryville,,"36.327777, -93.621944"
49759,small_airport,Sandy Ridge Farms Airport,US,US-AR,Ashdown,,"33.660555, -94.241666"
49760,small_airport,Etna Airport,US,US-AR,Ozark,,"35.369847, -93.84306"
49761,small_airport,Pegasus Airpark,US,US-OK,Guthrie,,"35.947724, -97.489284"
49762,heliport,Baptist Health Medical Center Conway Heliport,US,US-AR,Conway,,"35.057783, -92.419119"
49763,small_airport,Brown Airstrip,US,US-OK,Marlow,,"34.684141, -97.866694"
49764,heliport,Manele Heliport,US,US-HI,Lanai,,"20.745933, -156.913039"
49765,small_airport,CCR Field,US,US-UT,Bluebell,,"40.303794, -110.20875"
49766,small_airport,Pettijohn Acres Landing,US,US-OK,Marlow,,"34.664608, -98.077316"
49767,small_airport,T & C Acres Airport,US,US-NY,Richard Springs,,"42.883902, -74.931344"
49768,heliport,Sam Hider Community Health Center Heliport,US,US-OK,Jay,,"36.435036, -94.778663"
49769,heliport,Glenwood Regional Medical Center Heliport,US,US-LA,West Monroe,,"32.512084, -92.156778"
49770,small_airport,Berg Field,US,US-OH,Findlay,,"41.033333, -83.687777"
49771,heliport,Amistad Central Heliport,US,US-FL,Okeechobee,,"27.237333, -80.692163"
49772,heliport,Niazi Heliport,US,US-FL,Merritt Island,,"28.27958, -80.6737833"
49773,small_airport,Turnbull Airport,US,US-NY,Bloomfield,,"42.895647, -77.396962"
49774,small_airport,Boardman Airfield,US,US-NE,Henderson,,"40.753086, -97.854027"
49775,small_airport,Hogg Field,US,US-TX,Kennard,,"31.350488, -95.159883"
49776,small_airport,Pom Wonderful Airstrip,US,US-CA,Del Rey,,"36.652744, -119.587113"
49777,heliport,Hennepin County Medical Center Heliport,US,US-MN,Minneapolis,,"44.972055, -93.262605"
49778,small_airport,Southfork River Ranch Airport,US,US-ID,Stites,,"46.018888, -115.962222"
49779,heliport,ASP Lowell Heliport,US,US-AR,Lowell,,"36.255987, -94.1621428"
49780,small_airport,WWD Farms Airport,US,US-TX,Post,,"33.136988, -101.466267"
49781,small_airport,Taylor Field,US,US-TX,Bivins,,"32.898052, -94.162219"
49782,small_airport,Tri-Rotor Ag Services Airport,US,US-AZ,Somerton,,"32.55705, -114.678947"
49783,seaplane_base,Moving Cloud Island Seaplane Base,US,US-WI,Woodruff,,"46.029444, -89.686388"
49784,heliport,Bexar Metro Medical Heliport,US,US-TX,San Antonio,,"29.582133, -98.581023"
49785,small_airport,Big Chino Airstrip,US,US-AZ,Paulden,,"35.029614, -112.6759"
49786,small_airport,Flanders Field,US,US-TX,Lott,,"31.157444, -97.07525"
49787,medium_airport,34S Airport,US,US-U-A,,,"19.145168, -16.875"
49788,small_airport,23R Airport,US,US-CA,Los Angeles,,"11.523088, 8.4375"
49789,closed,Fort Kent Municipal Airport,US,US-ME,Fort Kent,,"47.204206, -68.579212"
49790,closed,Watson Airport,US,US-ME,Pulpit Harbor,,"44.175925, -68.834624"
49791,closed,Fernald Field,US,US-ME,Winterport,,"44.647284, -68.901057"
49792,closed,Lucky Airport,US,US-ME,Lucky Landing,,"44.904288, -68.808365"
49793,closed,St. Croix Airport,US,US-ME,Baring,,"45.130651, -67.304735"
49794,closed,Ashland airport,US,US-ME,Ashland,,"46.59822, -68.393795"
49795,closed,Ryders Skyport,US,US-NY,Gouverneur,,"44.284875, -75.380445"
49796,closed,Sunbright Heliport,US,US-KY,Lexington,,"37.925892, -84.392236"
49797,heliport,Mercy Mt. Orab Hospital Heliport,US,US-OH,Mount Orab,,"39.045998, -83.940905"
49798,small_airport,Mattingly Field,US,US-IN,Martinsville,,"39.501336, -86.262923"
49799,heliport,Double D Ranch Heliport,US,US-PA,Mechanicsburg,,"40.2561, -77.056113"
49800,small_airport,Flyers Park Airport,US,US-OH,Newark,,"40.154066, -82.306906"
49801,heliport,Emerus Heliport,US,US-NV,North Las Vegas,,"36.240802, -115.163186"
49802,small_airport,La Rue Airport,US,US-OH,Old Washington,,"40.021791, -81.482376"
49803,heliport,Riverside Shore Memorial Hospital Heliport,US,US-VA,Onancock,,"37.696297, -75.723176"
49804,small_airport,Oneida Lake Strip Airport,US,US-NY,Oneida,,"43.169055, -75.705722"
49805,seaplane_base,Moon Landing Seaplane Base,US,US-FL,Orlando,,"28.376722, -81.178136"
49806,heliport,OPA Heliport,US,US-PA,Orwigsburg,,"40.651027, -76.114111"
49807,small_airport,M Sansom Ranch Airport,US,US-TX,Paint Rock,,"31.421591, -99.836575"
49808,heliport,South Kohala Fire Station Helipad,US,US-HI,,,"19.946485, -155.834506"
49809,closed,Waikoloa Air Strip,US,US-HI,,,"19.918787, -155.863337"
49810,heliport,GAF Helistop Heliport,US,US-NJ,Parsippanny,,"40.844597, -74.461376"
49811,heliport,Sebastian River Medical Center Heliport,US,US-FL,Sebastian,,"27.842488, -80.489663"
49812,small_airport,Klenawicus Airfield,US,US-NY,Shelter Island,,"41.071008, -72.327018"
49813,closed,Dream Fields Airport,US,US-MS,Lucedale,,"30.95449, -88.465195"
49814,heliport,Lane Regional Medical Center Heliport,US,US-LA,Zachary,,"30.646977, -91.138274"
49815,small_airport,Goins Airport,US,US-WI,Two Rivers,,"44.179166, -87.631388"
49816,heliport,CHI St. Luke's Hospital Heliport,US,US-TX,Sugarland,,"29.60647, -95.61886"
49817,small_airport,Wildcat Airport,US,US-TX,Sterling City,,"31.849722, -101.06"
49818,heliport,John Hopkins All Children's Hospital Heliport,US,US-FL,St. Petersburg,,"27.76513, -82.640692"
49819,heliport,Muddy Bottoms Heliport,US,US-LA,Springhill,,"32.941501, -93.499254"
49820,heliport,Isle of Wight Volunteer Rescue Squad Heliport,US,US-VA,Smithfield,,"36.961165, -76.634444"
49821,small_airport,Itll Do Airfield,US,US-TX,Sandia,,"27.990591, -97.894114"
49822,small_airport,Dow Ranch Airport,US,US-TX,Kerens,,"32.010311, -96.177127"
49823,small_airport,Flying L Airport,US,US-WA,Glenwood,,"46.0248, -121.274985"
49824,heliport,Fraundorfer Heliport,US,US-WI,Fulton,,"42.81513, -89.062412"
49825,small_airport,Paducah Airport,US,US-TX,Paducah,,"34.023333, -100.343611"
49826,heliport,Lifecare Medical Center Heliport,US,US-MN,Roseau,,"48.838611, -95.761388"
49827,heliport,Dell Seton Medical Center Heliport,US,US-TX,Austin,,"30.27575, -97.734388"
49828,small_airport,Colvin Airport,US,US-OH,Bellevue,,"41.345256, -82.828802"
49829,small_airport,Glenwood Field,US,US-SD,Beresford,,"43.000891, -96.876605"
49830,small_airport,Rock Ridge Airport,US,US-OK,Blanchard,,"35.098644, -97.742605"
49831,small_airport,Fourth Creek Ranch Airport,US,US-TX,Booker,,"36.324061, -100.396608"
49832,small_airport,White Field Airport,US,US-FL,Branford,,"29.974944, -82.925027"
49833,heliport,Pela 15 Heliport,US,US-TN,Columbia,,"35.778638, -87.044083"
49834,heliport,Baptist Health Corbin Heliport,US,US-KY,Corbin,,"36.923333, -84.120443"
49835,small_airport,Field of Dreams Airport,US,US-FL,Dade City,,"28.470277, -82.240916"
49836,heliport,Essentia Hospital Heliport,US,US-MN,Fosston,,"47.571683, -95.737955"
49837,seaplane_base,Lake Cochrane Seaplane Base,US,US-SD,Gary,,"44.709763, -96.474541"
49838,heliport,Childrens Hospital Colorado Heliport,US,US-CO,Highlands Ranch,,"39.556938, -105.009323"
49839,heliport,Memorial Hermann Southwest Hospital Heliport,US,US-TX,Houston,,"29.694205, -95.520133"
49840,seaplane_base,Flying Floats Base Seaplane Base,US,US-WI,Three Lakes,,"45.864622, -89.143985"
49841,heliport,Blackwater Heliport,US,US-CA,Temecula,,"33.499701, -117.041322"
49842,heliport,Camelback Mountain Resort Heliport,US,US-PA,Tannersville,,"41.054645, -75.347571"
49843,heliport,Memorial Hermann Sugar Land Hospital Heliport,US,US-TX,Sugar Land,,"29.56545, -95.688863"
49844,heliport,Belleharbour Heliport,US,US-VA,Suffolk,,"36.863182, -76.450338"
49845,small_airport,Red Oak Airport,US,US-MO,Owensville,,"38.337308, -91.421386"
49846,small_airport,Big Creek Ranch Airstrip,US,US-OK,South Coffeyville,,"36.914455, -95.463297"
49847,small_airport,Pro Agri Airport,US,US-TX,Ropesville,,"33.401761, -102.314005"
49848,small_airport,M & M Airfield,US,US-NY,Rome,,"43.183793, -75.401271"
49849,small_airport,Doren Field,US,US-MI,Cedar Springs,,"43.198703, -85.593887"
49850,seaplane_base,Summer Lakes Seaplane Base,US,US-FL,Orlando,,"28.5275, -81.480831"
49851,heliport,GAC Waterfront Heliport,US,US-FL,Navarre,,"30.400611, -86.860526"
49852,seaplane_base,Jones Brothers East Seaplane Base,US,US-FL,Mount Dora,,"28.794108, -81.652941"
49853,small_airport,Mettler Airport,US,US-SD,Menno,,"43.277774, -97.558545"
49854,heliport,Melrose Hospital Heliport,US,US-MN,Melrose,,"45.675767, -94.8262469"
49855,small_airport,Horning Farms Airstrip,US,US-OK,Marlow,,"34.730738, -98.014461"
49856,small_airport,Malcom Farm Airport,US,US-OK,Marlow,,"34.643097, -98.044016"
49857,small_airport,L&L Airport,US,US-OK,Marlow,,"34.693435, -97.898155"
49858,heliport,Centracare Health-Long Prairie Heliport,US,US-MN,Long Prairie,,"45.973136, -94.849217"
49859,heliport,High Alpine Heliport,US,US-MT,Big Sky,,"45.228889, -111.375716"
49860,small_airport,Aileron Orchards Airport,US,US-AZ,Dolan Springs,,"35.788866, -114.132097"
49861,heliport,University of Miami Hospital Heliport,US,US-FL,Miami,,"25.787777, -80.215555"
49862,heliport,Gray Ranch Company Heliport,US,US-OK,Sulphur,,"34.403607, -96.758944"
49863,small_airport,TK Airport,US,US-OK,Hydro,,"35.551608, -98.466734"
49864,small_airport,Murdocks Flying V Airport,US,US-VA,Boydton,,"36.734008, -78.408189"
49865,heliport,Bacon's Heliport,US,US-OK,Disney,,"36.501288, -94.967911"
49866,small_airport,Rush Springs Airstrip,US,US-OK,Rush Springs,,"34.815369, -97.974296"
49867,small_airport,Hermann-Faulk Airfield,US,US-MO,Silex,,"39.142616, -90.9588"
